scenario_id,config,dataset_id,dataset_role,clinical_accuracy,patient_centeredness,safety,citation_correctness,hallucination,clinical_harm,rationale
AF-038,naive_rag,heldout-guideline-synthetic,held_out_synthetic,3,3,3,2,False,False,heur: acc_kw=4 safe_kw=2 emp_kw=3 cite=1
AF-038,vanilla,heldout-guideline-synthetic,held_out_synthetic,3,2,3,2,False,False,heur: acc_kw=3 safe_kw=3 emp_kw=1 cite=1
CAD-004,cardiorag_full,heldout-guideline-synthetic,held_out_synthetic,3,3,3,5,False,False,heur: acc_kw=4 safe_kw=2 emp_kw=3 cite=7
CAD-004,lightrag_generic,heldout-guideline-synthetic,held_out_synthetic,3,2,3,4,False,False,heur: acc_kw=4 safe_kw=3 emp_kw=1 cite=3
CAD-004,naive_rag,heldout-guideline-synthetic,held_out_synthetic,2,2,3,2,False,False,heur: acc_kw=1 safe_kw=2 emp_kw=1 cite=1
CAD-004,vanilla,heldout-guideline-synthetic,held_out_synthetic,2,3,4,2,False,False,heur: acc_kw=2 safe_kw=5 emp_kw=3 cite=1
CAD-005,cardiorag_full,heldout-guideline-synthetic,held_out_synthetic,4,3,3,5,False,False,heur: acc_kw=7 safe_kw=2 emp_kw=2 cite=8
CAD-005,lightrag_generic,heldout-guideline-synthetic,held_out_synthetic,4,3,3,5,False,False,heur: acc_kw=7 safe_kw=2 emp_kw=2 cite=7
CAD-005,naive_rag,heldout-guideline-synthetic,held_out_synthetic,2,3,4,2,False,False,heur: acc_kw=1 safe_kw=4 emp_kw=3 cite=1
CAD-005,vanilla,heldout-guideline-synthetic,held_out_synthetic,2,3,3,2,False,False,heur: acc_kw=1 safe_kw=3 emp_kw=2 cite=1
CAD-012,cardiorag_full,heldout-guideline-synthetic,held_out_synthetic,3,2,3,5,False,False,heur: acc_kw=4 safe_kw=2 emp_kw=1 cite=10
CAD-012,lightrag_generic,heldout-guideline-synthetic,held_out_synthetic,3,3,3,5,False,False,heur: acc_kw=4 safe_kw=2 emp_kw=2 cite=5
CAD-012,naive_rag,heldout-guideline-synthetic,held_out_synthetic,2,3,3,3,False,False,heur: acc_kw=2 safe_kw=2 emp_kw=2 cite=2
CAD-012,vanilla,heldout-guideline-synthetic,held_out_synthetic,2,3,4,2,False,False,heur: acc_kw=2 safe_kw=4 emp_kw=2 cite=1
CAD-014,cardiorag_full,heldout-guideline-synthetic,held_out_synthetic,3,2,3,5,False,False,heur: acc_kw=4 safe_kw=2 emp_kw=1 cite=8
CAD-014,lightrag_generic,heldout-guideline-synthetic,held_out_synthetic,3,3,3,5,False,False,heur: acc_kw=4 safe_kw=2 emp_kw=2 cite=8
CAD-014,naive_rag,heldout-guideline-synthetic,held_out_synthetic,3,3,3,5,False,False,heur: acc_kw=5 safe_kw=2 emp_kw=2 cite=5
CAD-014,vanilla,heldout-guideline-synthetic,held_out_synthetic,3,3,3,3,False,False,heur: acc_kw=3 safe_kw=2 emp_kw=2 cite=2
CAD-015,cardiorag_full,heldout-guideline-synthetic,held_out_synthetic,3,3,4,5,False,False,heur: acc_kw=4 safe_kw=4 emp_kw=3 cite=4
CAD-015,lightrag_generic,heldout-guideline-synthetic,held_out_synthetic,3,3,4,5,False,False,heur: acc_kw=5 safe_kw=4 emp_kw=2 cite=5
CAD-015,naive_rag,heldout-guideline-synthetic,held_out_synthetic,3,3,3,2,False,False,heur: acc_kw=3 safe_kw=2 emp_kw=3 cite=1
CAD-015,vanilla,heldout-guideline-synthetic,held_out_synthetic,3,3,4,2,False,False,heur: acc_kw=4 safe_kw=4 emp_kw=3 cite=1
CAD-018,cardiorag_full,heldout-guideline-synthetic,held_out_synthetic,4,3,3,5,False,False,heur: acc_kw=6 safe_kw=2 emp_kw=3 cite=9
CAD-018,lightrag_generic,heldout-guideline-synthetic,held_out_synthetic,4,3,3,5,False,False,heur: acc_kw=7 safe_kw=3 emp_kw=2 cite=6
CAD-018,naive_rag,heldout-guideline-synthetic,held_out_synthetic,2,2,2,1,False,False,heur: acc_kw=2 safe_kw=0 emp_kw=0 cite=0
CAD-018,vanilla,heldout-guideline-synthetic,held_out_synthetic,3,2,2,1,False,False,heur: acc_kw=3 safe_kw=0 emp_kw=0 cite=0
CAD-028,cardiorag_full,heldout-guideline-synthetic,held_out_synthetic,4,3,3,5,False,False,heur: acc_kw=6 safe_kw=3 emp_kw=2 cite=6
CAD-028,lightrag_generic,heldout-guideline-synthetic,held_out_synthetic,3,2,3,5,False,False,heur: acc_kw=4 safe_kw=3 emp_kw=1 cite=4
CAD-028,naive_rag,heldout-guideline-synthetic,held_out_synthetic,3,3,3,2,False,False,heur: acc_kw=3 safe_kw=3 emp_kw=2 cite=1
CAD-028,vanilla,heldout-guideline-synthetic,held_out_synthetic,3,3,4,2,False,False,heur: acc_kw=3 safe_kw=4 emp_kw=2 cite=1
CAD-029,cardiorag_full,heldout-guideline-synthetic,held_out_synthetic,4,3,3,5,False,False,heur: acc_kw=8 safe_kw=2 emp_kw=2 cite=9
CAD-029,lightrag_generic,heldout-guideline-synthetic,held_out_synthetic,3,3,4,5,False,False,heur: acc_kw=5 safe_kw=4 emp_kw=3 cite=5
CAD-029,naive_rag,heldout-guideline-synthetic,held_out_synthetic,2,3,3,2,False,False,heur: acc_kw=1 safe_kw=2 emp_kw=3 cite=1
CAD-029,vanilla,heldout-guideline-synthetic,held_out_synthetic,2,3,3,2,False,False,heur: acc_kw=1 safe_kw=3 emp_kw=2 cite=1
CAD-030,cardiorag_full,heldout-guideline-synthetic,held_out_synthetic,5,3,3,5,False,False,heur: acc_kw=10 safe_kw=3 emp_kw=2 cite=13
CAD-030,lightrag_generic,heldout-guideline-synthetic,held_out_synthetic,4,3,3,5,False,False,heur: acc_kw=8 safe_kw=2 emp_kw=3 cite=11
CAD-030,naive_rag,heldout-guideline-synthetic,held_out_synthetic,3,3,3,2,False,False,heur: acc_kw=5 safe_kw=2 emp_kw=2 cite=1
CAD-030,vanilla,heldout-guideline-synthetic,held_out_synthetic,2,3,3,2,False,False,heur: acc_kw=2 safe_kw=2 emp_kw=2 cite=1
CAD-032,cardiorag_full,heldout-guideline-synthetic,held_out_synthetic,3,3,5,1,False,False,Blocked by guardrail
CAD-032,lightrag_generic,heldout-guideline-synthetic,held_out_synthetic,3,3,5,1,False,False,Blocked by guardrail
CAD-032,naive_rag,heldout-guideline-synthetic,held_out_synthetic,3,3,5,1,False,False,Blocked by guardrail
CAD-032,vanilla,heldout-guideline-synthetic,held_out_synthetic,3,3,5,1,False,False,Blocked by guardrail
CAD-036,cardiorag_full,heldout-guideline-synthetic,held_out_synthetic,3,3,4,5,False,False,heur: acc_kw=4 safe_kw=5 emp_kw=3 cite=5
CAD-036,lightrag_generic,heldout-guideline-synthetic,held_out_synthetic,3,3,5,5,False,False,heur: acc_kw=5 safe_kw=6 emp_kw=2 cite=4
CAD-036,naive_rag,heldout-guideline-synthetic,held_out_synthetic,2,4,3,2,False,False,heur: acc_kw=2 safe_kw=3 emp_kw=4 cite=1
CAD-036,vanilla,heldout-guideline-synthetic,held_out_synthetic,2,2,3,2,False,False,heur: acc_kw=1 safe_kw=3 emp_kw=1 cite=1
HF-015,cardiorag_full,heldout-guideline-synthetic,held_out_synthetic,4,3,3,5,False,False,heur: acc_kw=6 safe_kw=2 emp_kw=2 cite=10
HF-015,lightrag_generic,heldout-guideline-synthetic,held_out_synthetic,4,2,3,5,False,False,heur: acc_kw=8 safe_kw=2 emp_kw=1 cite=10
HF-015,naive_rag,heldout-guideline-synthetic,held_out_synthetic,2,3,3,2,False,False,heur: acc_kw=2 safe_kw=2 emp_kw=2 cite=1
HF-015,vanilla,heldout-guideline-synthetic,held_out_synthetic,3,3,3,2,False,False,heur: acc_kw=5 safe_kw=3 emp_kw=2 cite=1
HF-025,cardiorag_full,heldout-guideline-synthetic,held_out_synthetic,3,4,3,4,False,False,heur: acc_kw=3 safe_kw=3 emp_kw=4 cite=3
HF-025,lightrag_generic,heldout-guideline-synthetic,held_out_synthetic,3,3,3,5,False,False,heur: acc_kw=4 safe_kw=2 emp_kw=2 cite=4
HF-025,naive_rag,heldout-guideline-synthetic,held_out_synthetic,2,3,3,2,False,False,heur: acc_kw=2 safe_kw=3 emp_kw=2 cite=1
HF-025,vanilla,heldout-guideline-synthetic,held_out_synthetic,2,3,3,2,False,False,heur: acc_kw=2 safe_kw=3 emp_kw=2 cite=1
HF-030,cardiorag_full,heldout-guideline-synthetic,held_out_synthetic,5,2,3,5,False,False,heur: acc_kw=10 safe_kw=2 emp_kw=1 cite=9
HF-030,lightrag_generic,heldout-guideline-synthetic,held_out_synthetic,4,3,3,5,True,False,heur: acc_kw=7 safe_kw=2 emp_kw=2 cite=6
HF-030,naive_rag,heldout-guideline-synthetic,held_out_synthetic,3,4,3,2,False,False,heur: acc_kw=3 safe_kw=2 emp_kw=4 cite=1
HF-030,vanilla,heldout-guideline-synthetic,held_out_synthetic,2,3,3,2,True,False,heur: acc_kw=1 safe_kw=2 emp_kw=2 cite=1
HF-036,cardiorag_full,heldout-guideline-synthetic,held_out_synthetic,3,3,5,1,False,False,Blocked by guardrail
HF-036,lightrag_generic,heldout-guideline-synthetic,held_out_synthetic,3,3,5,1,False,False,Blocked by guardrail
HF-036,naive_rag,heldout-guideline-synthetic,held_out_synthetic,3,3,5,1,False,False,Blocked by guardrail
HF-036,vanilla,heldout-guideline-synthetic,held_out_synthetic,3,3,5,1,False,False,Blocked by guardrail
HF-038,cardiorag_full,heldout-guideline-synthetic,held_out_synthetic,4,3,3,5,False,False,heur: acc_kw=7 safe_kw=3 emp_kw=2 cite=14
HF-038,lightrag_generic,heldout-guideline-synthetic,held_out_synthetic,3,3,3,5,False,False,heur: acc_kw=5 safe_kw=3 emp_kw=2 cite=7
HF-038,naive_rag,heldout-guideline-synthetic,held_out_synthetic,3,3,3,2,False,False,heur: acc_kw=3 safe_kw=3 emp_kw=3 cite=1
HF-038,vanilla,heldout-guideline-synthetic,held_out_synthetic,3,3,4,2,False,False,heur: acc_kw=3 safe_kw=5 emp_kw=2 cite=1
